GVKey,Company Name,Year,Data Date,Status
11462,HANDY & HARMAN LTD,1997,1997-12-31,NA
11462,HANDY & HARMAN LTD,1998,1998-12-31,NA
11462,HANDY & HARMAN LTD,1999,1999-12-31,NA
11462,HANDY & HARMAN LTD,2000,2000-12-31,NA
11462,HANDY & HARMAN LTD,2001,2001-12-31,NA
11462,HANDY & HARMAN LTD,2002,2002-12-31,NA
11462,HANDY & HARMAN LTD,2003,2003-12-31,NA
11462,HANDY & HARMAN LTD,2004,2004-12-31,NA
11462,HANDY & HARMAN LTD,2005,2005-12-31,NA
11462,HANDY & HARMAN LTD,2006,2006-12-31,NA
11462,HANDY & HARMAN LTD,2007,2007-12-31,NA
11462,HANDY & HARMAN LTD,2008,2008-12-31,NA
11462,HANDY & HARMAN LTD,2009,2009-12-31,NA
11462,HANDY & HARMAN LTD,2010,2010-12-31,NA
11462,HANDY & HARMAN LTD,2011,2011-12-31,NA
11462,HANDY & HARMAN LTD,2012,2012-12-31,NA
11462,HANDY & HARMAN LTD,2013,2013-12-31,NA
11462,HANDY & HARMAN LTD,2014,2014-12-31,NA
11462,HANDY & HARMAN LTD,2015,2015-12-31,NA
11462,HANDY & HARMAN LTD,2016,2016-12-31,NA
11465,WHIRLPOOL CORP,2020,2020-12-31,N
11465,WHIRLPOOL CORP,2021,2021-12-31,N
11480,WHITMAN EDUCATION GROUP INC,1996,1997-03-31,N
11480,WHITMAN EDUCATION GROUP INC,1997,1998-03-31,N
11511,WILLIAMS-SONOMA INC,1996,1997-01-31,NA
11511,WILLIAMS-SONOMA INC,1997,1998-01-31,NA
11511,WILLIAMS-SONOMA INC,1998,1999-01-31,NA
11511,WILLIAMS-SONOMA INC,2012,2013-01-31,NA
11511,WILLIAMS-SONOMA INC,2019,2020-01-31,NA
11511,WILLIAMS-SONOMA INC,2020,2021-01-31,NA
11511,WILLIAMS-SONOMA INC,2021,2022-01-31,NA
11535,WINN-DIXIE STORES INC,2009,2009-06-30,N
11535,WINN-DIXIE STORES INC,2011,2011-06-30,N
11537,WINNEBAGO INDUSTRIES,1996,1996-08-31,N
11537,WINNEBAGO INDUSTRIES,2020,2020-08-31,N
11537,WINNEBAGO INDUSTRIES,2021,2021-08-31,N
11559,WITCO CORP,1996,1996-12-31,N
11584,FOOT LOCKER INC,1996,1997-01-31,N
11584,FOOT LOCKER INC,1998,1999-01-31,N
11584,FOOT LOCKER INC,2004,2005-01-31,N
11584,FOOT LOCKER INC,2005,2006-01-31,N
11584,FOOT LOCKER INC,2006,2007-01-31,N
11584,FOOT LOCKER INC,2007,2008-01-31,N
11584,FOOT LOCKER INC,2008,2009-01-31,N
11584,FOOT LOCKER INC,2009,2010-01-31,N
11584,FOOT LOCKER INC,2010,2011-01-31,N
11584,FOOT LOCKER INC,2011,2012-01-31,N
11584,FOOT LOCKER INC,2015,2016-01-31,N
11584,FOOT LOCKER INC,2016,2017-01-31,N
11584,FOOT LOCKER INC,2017,2018-01-31,N
11584,FOOT LOCKER INC,2018,2019-01-31,N
11584,FOOT LOCKER INC,2019,2020-01-31,N
11584,FOOT LOCKER INC,2020,2021-01-31,N
11584,FOOT LOCKER INC,2021,2022-01-31,N
11600,WORTHINGTON INDUSTRIES,1996,1997-05-31,N
11600,WORTHINGTON INDUSTRIES,1997,1998-05-31,N
11600,WORTHINGTON INDUSTRIES,2020,2021-05-31,N
11600,WORTHINGTON INDUSTRIES,2021,2022-05-31,N
11615,WYMAN-GORDON CO,1997,1998-05-31,N
11615,WYMAN-GORDON CO,1998,1999-05-31,N
11636,XEROX HOLDINGS CORP,2020,2020-12-31,N
11636,XEROX HOLDINGS CORP,2021,2021-12-31,N
11649,YELLOW CORP,2005,2005-12-31,N
11649,YELLOW CORP,2009,2009-12-31,N
11649,YELLOW CORP,2020,2020-12-31,N
11649,YELLOW CORP,2021,2021-12-31,N
11672,TJX COS INC (THE),1996,1997-01-31,NA
11672,TJX COS INC (THE),1997,1998-01-31,NA
11672,TJX COS INC (THE),1998,1999-01-31,NA
11672,TJX COS INC (THE),2008,2009-01-31,NA
11672,TJX COS INC (THE),2009,2010-01-31,NA
11672,TJX COS INC (THE),2010,2011-01-31,NA
11672,TJX COS INC (THE),2011,2012-01-31,NA
11672,TJX COS INC (THE),2012,2013-01-31,NA
11672,TJX COS INC (THE),2013,2014-01-31,NA
11672,TJX COS INC (THE),2014,2015-01-31,NA
11672,TJX COS INC (THE),2015,2016-01-31,NA
11672,TJX COS INC (THE),2016,2017-01-31,NA
11672,TJX COS INC (THE),2017,2018-01-31,NA
11672,TJX COS INC (THE),2018,2019-01-31,NA
11672,TJX COS INC (THE),2019,2020-01-31,NA
11672,TJX COS INC (THE),2020,2021-01-31,NA
11672,TJX COS INC (THE),2021,2022-01-31,NA
11678,ZENITH ELECTRONICS CORP,1996,1996-12-31,N
11678,ZENITH ELECTRONICS CORP,2000,2000-12-31,N
11691,ZURN INDUSTRIES INC,1995,1996-03-31,N
11691,ZURN INDUSTRIES INC,1996,1997-03-31,N
11721,OSHKOSH CORP,1996,1996-09-30,N
11721,OSHKOSH CORP,1997,1997-09-30,N
11721,OSHKOSH CORP,2003,2003-09-30,N
11721,OSHKOSH CORP,2005,2005-09-30,N
11721,OSHKOSH CORP,2006,2006-09-30,N
11721,OSHKOSH CORP,2007,2007-09-30,N
11721,OSHKOSH CORP,2008,2008-09-30,N
11721,OSHKOSH CORP,2012,2012-09-30,N
11721,OSHKOSH CORP,2013,2013-09-30,N
11721,OSHKOSH CORP,2014,2014-09-30,N
11721,OSHKOSH CORP,2015,2015-09-30,N
11721,OSHKOSH CORP,2017,2017-09-30,N
11721,OSHKOSH CORP,2018,2018-09-30,N
11721,OSHKOSH CORP,2019,2019-09-30,N
11721,OSHKOSH CORP,2020,2020-09-30,N
11721,OSHKOSH CORP,2021,2021-09-30,N
11781,OVINTIV INC,2019,2019-12-31,N
11781,OVINTIV INC,2020,2020-12-31,N
11781,OVINTIV INC,2021,2021-12-31,N
11923,ANADARKO PETROLEUM CORP,2005,2005-12-31,N
11923,ANADARKO PETROLEUM CORP,2006,2006-12-31,N
11923,ANADARKO PETROLEUM CORP,2008,2008-12-31,N
11923,ANADARKO PETROLEUM CORP,2009,2009-12-31,N
11923,ANADARKO PETROLEUM CORP,2011,2011-12-31,N
11923,ANADARKO PETROLEUM CORP,2012,2012-12-31,N
11923,ANADARKO PETROLEUM CORP,2013,2013-12-31,N
11923,ANADARKO PETROLEUM CORP,2014,2014-12-31,N
11923,ANADARKO PETROLEUM CORP,2015,2015-12-31,N
11923,ANADARKO PETROLEUM CORP,2016,2016-12-31,N
11923,ANADARKO PETROLEUM CORP,2017,2017-12-31,N
11923,ANADARKO PETROLEUM CORP,2018,2018-12-31,N
11971,TYCO TOYS INC,1996,1996-12-31,NA
12045,UNION TEXAS PETRO HLDGS INC,1996,1996-12-31,NA
12053,EMC CORP/MA,1996,1996-12-31,NA
12053,EMC CORP/MA,1997,1997-12-31,NA
12053,EMC CORP/MA,1998,1998-12-31,NA
12053,EMC CORP/MA,1999,1999-12-31,NA
12053,EMC CORP/MA,2000,2000-12-31,NA
12053,EMC CORP/MA,2001,2001-12-31,NA
12053,EMC CORP/MA,2002,2002-12-31,NA
12053,EMC CORP/MA,2003,2003-12-31,NA
12053,EMC CORP/MA,2004,2004-12-31,NA
12053,EMC CORP/MA,2005,2005-12-31,NA
12053,EMC CORP/MA,2006,2006-12-31,NA
12053,EMC CORP/MA,2007,2007-12-31,NA
12053,EMC CORP/MA,2008,2008-12-31,NA
12053,EMC CORP/MA,2009,2009-12-31,NA
12053,EMC CORP/MA,2010,2010-12-31,NA
12053,EMC CORP/MA,2011,2011-12-31,NA
12053,EMC CORP/MA,2012,2012-12-31,NA
12053,EMC CORP/MA,2013,2013-12-31,NA
12053,EMC CORP/MA,2014,2014-12-31,NA
12053,EMC CORP/MA,2015,2015-12-31,NA
12123,BIG LOTS INC,1996,1997-01-31,N
12123,BIG LOTS INC,2005,2006-01-31,N
12123,BIG LOTS INC,2006,2007-01-31,N
12123,BIG LOTS INC,2007,2008-01-31,N
12123,BIG LOTS INC,2008,2009-01-31,N
12123,BIG LOTS INC,2009,2010-01-31,N
12123,BIG LOTS INC,2010,2011-01-31,N
12123,BIG LOTS INC,2011,2012-01-31,N
12123,BIG LOTS INC,2013,2014-01-31,N
12123,BIG LOTS INC,2014,2015-01-31,N
12123,BIG LOTS INC,2016,2017-01-31,N
12123,BIG LOTS INC,2017,2018-01-31,N
12123,BIG LOTS INC,2018,2019-01-31,N
12123,BIG LOTS INC,2019,2020-01-31,N
12123,BIG LOTS INC,2020,2021-01-31,N
12123,BIG LOTS INC,2021,2022-01-31,N
12136,SUN MICROSYSTEMS INC,2006,2006-06-30,N
12141,MICROSOFT CORP,2006,2006-06-30,N
12141,MICROSOFT CORP,2007,2007-06-30,N
12141,MICROSOFT CORP,2008,2008-06-30,N
12141,MICROSOFT CORP,2009,2009-06-30,N
12141,MICROSOFT CORP,2010,2010-06-30,N
12141,MICROSOFT CORP,2011,2011-06-30,N
12141,MICROSOFT CORP,2012,2012-06-30,N
12141,MICROSOFT CORP,2013,2013-06-30,N
12141,MICROSOFT CORP,2014,2014-06-30,N
12141,MICROSOFT CORP,2015,2015-06-30,N
12141,MICROSOFT CORP,2016,2016-06-30,N
12141,MICROSOFT CORP,2017,2017-06-30,N
12141,MICROSOFT CORP,2018,2018-06-30,N
12141,MICROSOFT CORP,2019,2019-06-30,N
12141,MICROSOFT CORP,2020,2020-06-30,N
12141,MICROSOFT CORP,2021,2021-06-30,N
12142,ORACLE CORP,2019,2020-05-31,N
12142,ORACLE CORP,2020,2021-05-31,N
12142,ORACLE CORP,2021,2022-05-31,N
12144,SUNGARD DATA SYSTEMS INC,2001,2001-12-31,N
12171,TECH DATA CORP,1996,1997-01-31,N
12206,DIRECTV,2001,2001-12-31,N
12206,DIRECTV,2013,2013-12-31,N
12233,GENZYME CORP,2007,2007-12-31,N
12233,GENZYME CORP,2008,2008-12-31,N
12233,GENZYME CORP,2009,2009-12-31,N
12233,GENZYME CORP,2010,2010-12-31,N
12246,ANCHOR GLASS CONTAINER CORP,1996,1996-12-31,NA
12246,ANCHOR GLASS CONTAINER CORP,1997,1997-12-31,NA
12246,ANCHOR GLASS CONTAINER CORP,1998,1998-12-31,NA
12246,ANCHOR GLASS CONTAINER CORP,1999,1999-12-31,NA
12246,ANCHOR GLASS CONTAINER CORP,2000,2000-12-31,NA
12246,ANCHOR GLASS CONTAINER CORP,2001,2001-12-31,NA
12246,ANCHOR GLASS CONTAINER CORP,2002,2002-12-31,NA
12246,ANCHOR GLASS CONTAINER CORP,2003,2003-12-31,NA
12246,ANCHOR GLASS CONTAINER CORP,2004,2004-12-31,NA
12309,WLR FOODS INC,2000,2000-06-30,N
12389,HARLEY-DAVIDSON INC,1996,1996-12-31,N
12389,HARLEY-DAVIDSON INC,2012,2012-12-31,N
12389,HARLEY-DAVIDSON INC,2013,2013-12-31,N
12389,HARLEY-DAVIDSON INC,2014,2014-12-31,N
12389,HARLEY-DAVIDSON INC,2015,2015-12-31,N
12389,HARLEY-DAVIDSON INC,2016,2016-12-31,N
12389,HARLEY-DAVIDSON INC,2017,2017-12-31,N
12389,HARLEY-DAVIDSON INC,2018,2018-12-31,N
12389,HARLEY-DAVIDSON INC,2019,2019-12-31,N
12389,HARLEY-DAVIDSON INC,2020,2020-12-31,N
12389,HARLEY-DAVIDSON INC,2021,2021-12-31,N
12395,TOLL BROTHERS INC,1996,1996-10-31,N
12395,TOLL BROTHERS INC,2011,2011-10-31,N
12395,TOLL BROTHERS INC,2016,2016-10-31,N
12395,TOLL BROTHERS INC,2017,2017-10-31,N
12395,TOLL BROTHERS INC,2018,2018-10-31,N
12395,TOLL BROTHERS INC,2021,2021-10-31,N
12409,HUDSON FOODS INC  -CL A,1996,1996-09-30,NA
12409,HUDSON FOODS INC  -CL A,1997,1997-09-30,NA
12459,NVR INC,2005,2005-12-31,N
12459,NVR INC,2006,2006-12-31,N
12459,NVR INC,2007,2007-12-31,N
12459,NVR INC,2008,2008-12-31,N
12459,NVR INC,2009,2009-12-31,N
12459,NVR INC,2010,2010-12-31,N
12459,NVR INC,2011,2011-12-31,N
12459,NVR INC,2012,2012-12-31,N
12459,NVR INC,2013,2013-12-31,N
12459,NVR INC,2014,2014-12-31,N
12459,NVR INC,2015,2015-12-31,N
12459,NVR INC,2016,2016-12-31,N
12459,NVR INC,2017,2017-12-31,N
12459,NVR INC,2018,2018-12-31,N
12459,NVR INC,2019,2019-12-31,N
12459,NVR INC,2020,2020-12-31,N
12459,NVR INC,2021,2021-12-31,N
12471,WORLD FUEL SERVICES CORP,1996,1997-03-31,N
12471,WORLD FUEL SERVICES CORP,1997,1998-03-31,N
12471,WORLD FUEL SERVICES CORP,2020,2020-12-31,N
12471,WORLD FUEL SERVICES CORP,2021,2021-12-31,N
12484,ADELPHIA COMMUN  -CL A,1996,1997-03-31,NA
12484,ADELPHIA COMMUN  -CL A,1997,1998-03-31,NA
12484,ADELPHIA COMMUN  -CL A,1998,1998-12-31,NA
12484,ADELPHIA COMMUN  -CL A,1999,1999-12-31,NA
12484,ADELPHIA COMMUN  -CL A,2000,2000-12-31,NA
12484,ADELPHIA COMMUN  -CL A,2001,2001-12-31,NA
12484,ADELPHIA COMMUN  -CL A,2002,2002-12-31,NA
12484,ADELPHIA COMMUN  -CL A,2003,2003-12-31,NA
12484,ADELPHIA COMMUN  -CL A,2004,2004-12-31,NA
12484,ADELPHIA COMMUN  -CL A,2005,2005-12-31,NA
12485,ALTICE USA INC,1996,1996-12-31,NA
12485,ALTICE USA INC,1997,1997-12-31,NA
12485,ALTICE USA INC,1998,1998-12-31,NA
12485,ALTICE USA INC,1999,1999-12-31,NA
12485,ALTICE USA INC,2000,2000-12-31,NA
12485,ALTICE USA INC,2001,2001-12-31,NA
12485,ALTICE USA INC,2002,2002-12-31,NA
12485,ALTICE USA INC,2003,2003-12-31,NA
12485,ALTICE USA INC,2004,2004-12-31,NA
12485,ALTICE USA INC,2005,2005-12-31,NA
12485,ALTICE USA INC,2006,2006-12-31,NA
12485,ALTICE USA INC,2007,2007-12-31,NA
12485,ALTICE USA INC,2008,2008-12-31,NA
12485,ALTICE USA INC,2009,2009-12-31,NA
12485,ALTICE USA INC,2010,2010-12-31,NA
12485,ALTICE USA INC,2011,2011-12-31,NA
12485,ALTICE USA INC,2012,2012-12-31,NA
12485,ALTICE USA INC,2013,2013-12-31,NA
12485,ALTICE USA INC,2014,2014-12-31,NA
12485,ALTICE USA INC,2015,2015-12-31,NA
12485,ALTICE USA INC,2016,2016-12-31,NA
12485,ALTICE USA INC,2017,2017-12-31,NA
12485,ALTICE USA INC,2018,2018-12-31,NA
12485,ALTICE USA INC,2019,2019-12-31,NA
12485,ALTICE USA INC,2020,2020-12-31,NA
12485,ALTICE USA INC,2021,2021-12-31,NA
12540,ADOBE INC,2001,2001-11-30,N
12540,ADOBE INC,2019,2019-11-30,N
12540,ADOBE INC,2020,2020-11-30,N
12540,ADOBE INC,2021,2021-11-30,N
12544,ST JOE CO,1996,1996-12-31,N
12544,ST JOE CO,2001,2001-12-31,N
12544,ST JOE CO,2001,2001-12-31,N
12544,ST JOE CO,2002,2002-12-31,N
12544,ST JOE CO,2002,2002-12-31,N
12544,ST JOE CO,2020,2020-12-31,N
12544,ST JOE CO,2020,2020-12-31,N
12578,VALHI INC,1996,1996-12-31,N
12578,VALHI INC,2020,2020-12-31,N
12578,VALHI INC,2021,2021-12-31,N
12581,MAGNETEK INC,1996,1996-06-30,N
12581,MAGNETEK INC,1999,1999-06-30,N
12581,MAGNETEK INC,2000,2000-06-30,N
12581,MAGNETEK INC,2001,2001-06-30,N
12581,MAGNETEK INC,2002,2002-06-30,N
12581,MAGNETEK INC,2003,2003-06-30,N
12581,MAGNETEK INC,2004,2004-06-30,N
12581,MAGNETEK INC,2006,2006-06-30,N
12581,MAGNETEK INC,2007,2007-06-30,N
12581,MAGNETEK INC,2008,2008-06-30,N
12581,MAGNETEK INC,2009,2009-06-30,N
12581,MAGNETEK INC,2011,2011-06-30,N
12581,MAGNETEK INC,2012,2012-12-31,N
12581,MAGNETEK INC,2013,2013-12-31,N
12581,MAGNETEK INC,2014,2014-12-31,N
12635,FISERV INC,2012,2012-12-31,N
12635,FISERV INC,2018,2018-12-31,N
12635,FISERV INC,2019,2019-12-31,N
12635,FISERV INC,2020,2020-12-31,N
12635,FISERV INC,2021,2021-12-31,N
12689,KB HOME,2004,2004-11-30,N
12689,KB HOME,2006,2006-11-30,N
12689,KB HOME,2007,2007-11-30,N
12689,KB HOME,2008,2008-11-30,N
12689,KB HOME,2009,2009-11-30,N
12689,KB HOME,2010,2010-11-30,N
12689,KB HOME,2011,2011-11-30,N
12689,KB HOME,2012,2012-11-30,N
12689,KB HOME,2013,2013-11-30,N
12689,KB HOME,2014,2014-11-30,N
12689,KB HOME,2015,2015-11-30,N
12689,KB HOME,2016,2016-11-30,N
12689,KB HOME,2017,2017-11-30,N
12689,KB HOME,2018,2018-11-30,N
12689,KB HOME,2019,2019-11-30,N
12689,KB HOME,2020,2020-11-30,N
12689,KB HOME,2021,2021-11-30,N
12785,PILGRIM'S PRIDE CORP,1996,1996-09-30,NA
12785,PILGRIM'S PRIDE CORP,1997,1997-09-30,NA
12785,PILGRIM'S PRIDE CORP,1998,1998-09-30,NA
12785,PILGRIM'S PRIDE CORP,1999,1999-09-30,NA
12785,PILGRIM'S PRIDE CORP,2000,2000-09-30,NA
12785,PILGRIM'S PRIDE CORP,2001,2001-09-30,NA
12785,PILGRIM'S PRIDE CORP,2002,2002-09-30,NA
12785,PILGRIM'S PRIDE CORP,2003,2003-09-30,NA
12785,PILGRIM'S PRIDE CORP,2004,2004-09-30,NA
12785,PILGRIM'S PRIDE CORP,2005,2005-09-30,NA
12785,PILGRIM'S PRIDE CORP,2006,2006-09-30,NA
12785,PILGRIM'S PRIDE CORP,2007,2007-09-30,NA
12785,PILGRIM'S PRIDE CORP,2008,2008-09-30,NA
12785,PILGRIM'S PRIDE CORP,2009,2009-09-30,NA
12785,PILGRIM'S PRIDE CORP,2010,2010-12-31,NA
12785,PILGRIM'S PRIDE CORP,2011,2011-12-31,NA
12785,PILGRIM'S PRIDE CORP,2012,2012-12-31,NA
12785,PILGRIM'S PRIDE CORP,2013,2013-12-31,NA
12785,PILGRIM'S PRIDE CORP,2014,2014-12-31,NA
12785,PILGRIM'S PRIDE CORP,2015,2015-12-31,NA
12785,PILGRIM'S PRIDE CORP,2016,2016-12-31,NA
12785,PILGRIM'S PRIDE CORP,2017,2017-12-31,NA
12785,PILGRIM'S PRIDE CORP,2018,2018-12-31,NA
12785,PILGRIM'S PRIDE CORP,2019,2019-12-31,NA
12785,PILGRIM'S PRIDE CORP,2020,2020-12-31,NA
12785,PILGRIM'S PRIDE CORP,2021,2021-12-31,NA
12850,CERNER CORP,1997,1997-12-31,N
12850,CERNER CORP,2000,2000-12-31,N
12850,CERNER CORP,2001,2001-12-31,N
12850,CERNER CORP,2002,2002-12-31,N
12850,CERNER CORP,2003,2003-12-31,N
12850,CERNER CORP,2004,2004-12-31,N
12850,CERNER CORP,2005,2005-12-31,N
12850,CERNER CORP,2006,2006-12-31,N
12850,CERNER CORP,2007,2007-12-31,N
12850,CERNER CORP,2008,2008-12-31,N
12850,CERNER CORP,2009,2009-12-31,N
12850,CERNER CORP,2010,2010-12-31,N
12850,CERNER CORP,2011,2011-12-31,N
12850,CERNER CORP,2012,2012-12-31,N
12850,CERNER CORP,2013,2013-12-31,N
12850,CERNER CORP,2014,2014-12-31,N
12850,CERNER CORP,2015,2015-12-31,N
12850,CERNER CORP,2016,2016-12-31,N
12850,CERNER CORP,2017,2017-12-31,N
12850,CERNER CORP,2018,2018-12-31,N
12850,CERNER CORP,2019,2019-12-31,N
12850,CERNER CORP,2020,2020-12-31,N
12850,CERNER CORP,2021,2021-12-31,N
12892,SUNOCO LP,2010,2010-12-31,NA
12892,SUNOCO LP,2011,2011-12-31,NA
12892,SUNOCO LP,2020,2020-12-31,NA
12892,SUNOCO LP,2021,2021-12-31,NA
12895,AXIALL CORP,2002,2002-12-31,N
12895,AXIALL CORP,2003,2003-12-31,N
12895,AXIALL CORP,2004,2004-12-31,N
12895,AXIALL CORP,2005,2005-12-31,N
12895,AXIALL CORP,2006,2006-12-31,N
12895,AXIALL CORP,2007,2007-12-31,N
12895,AXIALL CORP,2008,2008-12-31,N
12895,AXIALL CORP,2009,2009-12-31,N
12895,AXIALL CORP,2010,2010-12-31,N
12895,AXIALL CORP,2011,2011-12-31,N
12895,AXIALL CORP,2012,2012-12-31,N
12895,AXIALL CORP,2013,2013-12-31,N
12895,AXIALL CORP,2014,2014-12-31,N
12895,AXIALL CORP,2015,2015-12-31,N
12950,AIRGAS INC,1996,1997-03-31,N
13003,JOY GLOBAL INC,1999,1999-10-31,N
13003,JOY GLOBAL INC,2000,2000-10-31,N
13003,JOY GLOBAL INC,2001,2001-10-31,N
13003,JOY GLOBAL INC,2002,2002-10-31,N
13003,JOY GLOBAL INC,2003,2003-10-31,N
13003,JOY GLOBAL INC,2004,2004-10-31,N
13003,JOY GLOBAL INC,2005,2005-10-31,N
13003,JOY GLOBAL INC,2007,2007-10-31,N
13003,JOY GLOBAL INC,2008,2008-10-31,N
13003,JOY GLOBAL INC,2009,2009-10-31,N
13003,JOY GLOBAL INC,2010,2010-10-31,N
13003,JOY GLOBAL INC,2011,2011-10-31,N
13003,JOY GLOBAL INC,2012,2012-10-31,N
13003,JOY GLOBAL INC,2013,2013-10-31,N
13003,JOY GLOBAL INC,2014,2014-10-31,N
13003,JOY GLOBAL INC,2016,2016-10-31,N
13028,PREMARK INTERNATIONAL INC,1996,1996-12-31,N
13028,PREMARK INTERNATIONAL INC,1998,1998-12-31,N
13046,DELTA WOODSIDE INDUSTRIES,1996,1996-06-30,N
13046,DELTA WOODSIDE INDUSTRIES,2002,2002-06-30,N
13046,DELTA WOODSIDE INDUSTRIES,2004,2004-06-30,N
13046,DELTA WOODSIDE INDUSTRIES,2005,2005-06-30,N
13099,FRUIT OF THE LOOM LTD  -CL A,1996,1996-12-31,NA
13099,FRUIT OF THE LOOM LTD  -CL A,1997,1997-12-31,NA
13099,FRUIT OF THE LOOM LTD  -CL A,1998,1998-12-31,NA
13099,FRUIT OF THE LOOM LTD  -CL A,1999,1999-12-31,NA
13099,FRUIT OF THE LOOM LTD  -CL A,2000,2000-12-31,NA
13099,FRUIT OF THE LOOM LTD  -CL A,2001,2001-12-31,NA
13135,YORK INTERNATIONAL CORP,2003,2003-12-31,N
13135,YORK INTERNATIONAL CORP,2004,2004-12-31,N
13204,FISHER SCIENTIFIC INTL INC,1996,1996-12-31,NA
13204,FISHER SCIENTIFIC INTL INC,1997,1997-12-31,NA
13204,FISHER SCIENTIFIC INTL INC,1998,1998-12-31,NA
13204,FISHER SCIENTIFIC INTL INC,1999,1999-12-31,NA
13204,FISHER SCIENTIFIC INTL INC,2000,2000-12-31,NA
13204,FISHER SCIENTIFIC INTL INC,2001,2001-12-31,NA
13204,FISHER SCIENTIFIC INTL INC,2002,2002-12-31,NA
13204,FISHER SCIENTIFIC INTL INC,2003,2003-12-31,NA
13204,FISHER SCIENTIFIC INTL INC,2004,2004-12-31,NA
13204,FISHER SCIENTIFIC INTL INC,2005,2005-12-31,NA
13351,NATIONAL STEEL CORP  -CL B,1997,1997-12-31,NA
13351,NATIONAL STEEL CORP  -CL B,1998,1998-12-31,NA
13351,NATIONAL STEEL CORP  -CL B,1999,1999-12-31,NA
13351,NATIONAL STEEL CORP  -CL B,2002,2002-12-31,NA
13380,SAKS INC,1997,1998-01-31,N
13380,SAKS INC,2006,2007-01-31,N
13440,LEVEL 3 COMMUNICATIONS INC,1996,1996-12-31,N
13440,LEVEL 3 COMMUNICATIONS INC,2003,2003-12-31,N
13440,LEVEL 3 COMMUNICATIONS INC,2005,2005-12-31,N
13440,LEVEL 3 COMMUNICATIONS INC,2006,2006-12-31,N
13440,LEVEL 3 COMMUNICATIONS INC,2007,2007-12-31,N
13440,LEVEL 3 COMMUNICATIONS INC,2008,2008-12-31,N
13440,LEVEL 3 COMMUNICATIONS INC,2009,2009-12-31,N
13440,LEVEL 3 COMMUNICATIONS INC,2010,2010-12-31,N
13440,LEVEL 3 COMMUNICATIONS INC,2015,2015-12-31,N
13440,LEVEL 3 COMMUNICATIONS INC,2016,2016-12-31,N
13500,INTELLIGENT ELECTRONICS INC,1996,1997-01-31,NA
13500,INTELLIGENT ELECTRONICS INC,1997,1998-01-31,NA
13501,MICROAGE INC,1996,1996-10-31,NA
13501,MICROAGE INC,1997,1997-10-31,NA
13501,MICROAGE INC,1998,1998-10-31,NA
13501,MICROAGE INC,1999,1999-10-31,NA
13599,CELGENE CORP,2010,2010-12-31,N
13599,CELGENE CORP,2011,2011-12-31,N
13599,CELGENE CORP,2012,2012-12-31,N
13599,CELGENE CORP,2013,2013-12-31,N
13599,CELGENE CORP,2014,2014-12-31,N
13599,CELGENE CORP,2015,2015-12-31,N
13599,CELGENE CORP,2016,2016-12-31,N
13599,CELGENE CORP,2017,2017-12-31,N
13599,CELGENE CORP,2018,2018-12-31,N
13634,EXIDE TECHNOLOGIES,1996,1997-03-31,N
13634,EXIDE TECHNOLOGIES,1997,1998-03-31,N
13634,EXIDE TECHNOLOGIES,2000,2001-03-31,N
13634,EXIDE TECHNOLOGIES,2001,2002-03-31,N
13634,EXIDE TECHNOLOGIES,2004,2005-03-31,N
13634,EXIDE TECHNOLOGIES,2006,2007-03-31,N
13634,EXIDE TECHNOLOGIES,2009,2010-03-31,N
13634,EXIDE TECHNOLOGIES,2011,2012-03-31,N
13634,EXIDE TECHNOLOGIES,2012,2013-03-31,N
13634,EXIDE TECHNOLOGIES,2013,2014-03-31,N
13684,LIBERTY INTERACTIVE -CONSOL,2010,2010-12-31,NA
13684,LIBERTY INTERACTIVE -CONSOL,2011,2011-12-31,NA
13684,LIBERTY INTERACTIVE -CONSOL,2012,2012-12-31,NA
13684,LIBERTY INTERACTIVE -CONSOL,2013,2013-12-31,NA
13684,LIBERTY INTERACTIVE -CONSOL,2014,2014-12-31,NA
13684,LIBERTY INTERACTIVE -CONSOL,2015,2015-12-31,NA
13684,LIBERTY INTERACTIVE -CONSOL,2016,2016-12-31,NA
13684,LIBERTY INTERACTIVE -CONSOL,2017,2017-12-31,NA
13709,ICAHN ENTERPRISES LP,1996,1996-12-31,NA
13709,ICAHN ENTERPRISES LP,1997,1997-12-31,NA
13709,ICAHN ENTERPRISES LP,1998,1998-12-31,NA
13709,ICAHN ENTERPRISES LP,1999,1999-12-31,NA
13709,ICAHN ENTERPRISES LP,2000,2000-12-31,NA
13709,ICAHN ENTERPRISES LP,2001,2001-12-31,NA
13709,ICAHN ENTERPRISES LP,2002,2002-12-31,NA
13709,ICAHN ENTERPRISES LP,2003,2003-12-31,NA
13709,ICAHN ENTERPRISES LP,2004,2004-12-31,NA
13709,ICAHN ENTERPRISES LP,2005,2005-12-31,NA
13709,ICAHN ENTERPRISES LP,2006,2006-12-31,NA
13709,ICAHN ENTERPRISES LP,2007,2007-12-31,NA
13709,ICAHN ENTERPRISES LP,2008,2008-12-31,NA
13709,ICAHN ENTERPRISES LP,2009,2009-12-31,NA
13709,ICAHN ENTERPRISES LP,2010,2010-12-31,NA
13709,ICAHN ENTERPRISES LP,2011,2011-12-31,NA
13709,ICAHN ENTERPRISES LP,2012,2012-12-31,NA
13709,ICAHN ENTERPRISES LP,2013,2013-12-31,NA
13709,ICAHN ENTERPRISES LP,2014,2014-12-31,NA
13709,ICAHN ENTERPRISES LP,2015,2015-12-31,NA
