Global Company Key,Company Name,Row Number,Page Number,Filing Date,Doctype
9667,Sherwin-Williams Co (The),8,2,12/30/2002,Annual Report
9667,SHERWIN-WILLIAMS CO (THE) *,9,2,12/30/2002,Annual Report
9667,Sherwin-Williams Co (The),1,3,12/30/2001,Annual Report
9667,SHERWIN-WILLIAMS CO (THE) *,2,3,12/30/2001,Annual Report
9667,Sherwin-Williams Co (The),3,3,12/30/2001,Annual Report
9667,Sherwin-Williams Co (The),4,3,12/31/2000,Annual Report
9667,Sherwin-Williams Co (The),5,3,12/30/2000,Annual Report
9667,Sherwin-Williams Co (The),6,3,12/31/1999,Annual Report
9667,Sherwin-Williams Co (The),7,3,12/30/1999,Annual Report
9667,Sherwin-Williams Co (The),8,3,12/31/1998,Annual Report
9667,Sherwin-Williams Co (The),9,3,12/30/1998,Annual Report
9667,Sherwin-Williams Co (The),1,4,12/30/1997,Annual Report
9667,Sherwin-Williams Co (The),2,4,12/31/1996,Annual Report
9667,Sherwin-Williams Co (The),3,4,12/30/1996,Annual Report
9667,Sherwin-Williams Co (The),4,4,12/30/1995,Annual Report
9667,Sherwin-Williams Co.,5,4,12/30/1994,Annual Report
9667,Sherwin-Williams Co (The) *,6,4,12/30/1994,Annual Report
9667,Sherwin-Williams Co (The),7,4,12/30/1993,Annual Report
9667,Sherwin-Williams Co.,8,4,12/30/1990,Annual Report
9667,Sherwin-Williams Co. *,9,4,12/30/1988,Annual Report
9667,Sherwin-Williams Co.,1,5,12/30/1984,Annual Report
9667,Sherwin-Williams Co.,2,5,12/30/1984,Annual Report
9667,Sherwin-Williams Co.,3,5,12/30/1983,Annual Report
9699,Sigma-Aldrich Corp.,1,1,12/30/2009,Annual Report
9699,Sigma-Aldrich Corp.,2,1,12/30/2008,Annual Report
9699,Sigma-Aldrich Corp.,3,1,12/30/2007,Annual Report
9699,Sigma-Aldrich Corp.,4,1,12/30/2006,Annual Report
9699,Sigma-Aldrich Corp.,5,1,12/30/2005,Annual Report
9699,Sigma-Aldrich Corp.,6,1,12/30/2004,Annual Report
9699,Sigma-Aldrich Corp.,7,1,12/30/2003,Annual Report
9699,Sigma-Aldrich Corp.,8,1,12/30/2002,Annual Report
9699,Sigma-Aldrich Corp.,9,1,12/30/2001,Annual Report
9699,Sigma-Aldrich Corp.,1,2,12/30/1999,Annual Report
9699,Sigma-Aldrich Corp.,2,2,12/30/1998,Annual Report
9699,Sigma-Aldrich Corp.,3,2,12/30/1997,Annual Report
9761,Skyline Champion Corp,1,1,05/30/2010,Annual Report
9761,Skyline Champion Corp,2,1,05/30/2009,Annual Report
9761,Skyline Champion Corp,3,1,05/30/2007,Annual Report
9761,Skyline Champion Corp,4,1,05/30/2003,Annual Report
9761,Skyline Champion Corp,5,1,05/30/2002,Annual Report
9761,Skyline Champion Corp,6,1,05/30/2001,Annual Report
9761,Skyline Champion Corp,7,1,05/30/2000,Annual Report
9761,Skyline Champion Corp,8,1,05/30/1999,Annual Report
9761,Skyline Champion Corp,9,1,05/30/1998,Annual Report
9761,Skyline Champion Corp,1,2,05/30/1996,Annual Report
9761,Skyline Champion Corp,2,2,05/30/1995,Annual Report
9772,"Smith International, Inc.",1,1,12/30/2008,Annual Report
9772,"Smith International, Inc.",2,1,12/30/2007,Annual Report
9772,"Smith International, Inc.",3,1,12/30/2006,Annual Report
9772,"Smith International, Inc.",4,1,12/30/2005,Annual Report
9772,"Smith International, Inc.",5,1,12/30/2004,Annual Report
9772,"Smith International, Inc.",6,1,12/30/2003,Annual Report
9772,"Smith International, Inc.",7,1,12/30/2002,Annual Report
9772,SMITH INTERNATIONAL INC *,8,1,12/30/2002,Annual Report
9772,"Smith International, Inc.",9,1,12/30/2001,Annual Report
9772,"Smith International, Inc.",1,2,12/30/2000,Annual Report
9772,"Smith International, Inc.",2,2,12/30/1999,Annual Report
9772,"Smith International, Inc.",3,2,12/30/1998,Annual Report
9772,"Smith International, Inc.",4,2,12/30/1997,Annual Report
9772,"Smith International, Inc.",5,2,12/30/1993,Annual Report
9774,"Smithfield Foods, Inc.",1,1,05/01/2010,Annual Report
9774,"Smithfield Foods, Inc.",2,1,04/28/2007,Annual Report
9774,"Smithfield Foods, Inc.",3,1,04/29/2006,Annual Report
9774,"Smithfield Foods, Inc.",4,1,04/30/2005,Annual Report
9774,"Smithfield Foods, Inc.",5,1,04/30/2005,Annual Report
9774,"Smithfield Foods, Inc.",6,1,04/26/2003,Annual Report
9774,"Smithfield Foods, Inc.",7,1,04/26/2003,Annual Report
9774,SMITHFIELD FOODS INC *,8,1,12/30/2002,Annual Report
9774,"Smithfield Foods, Inc.",9,1,04/27/2002,Annual Report
9774,SMITHFIELD FOODS INC *,1,2,12/30/2001,Annual Report
9774,"Smithfield Foods, Inc.",2,2,04/28/2001,Annual Report
9774,"Smithfield Foods, Inc.",3,2,04/29/2000,Annual Report
9774,SMITHFIELD FOODS INC *,4,2,12/30/1999,Annual Report
9774,"Smithfield Foods, Inc.",5,2,05/01/1999,Annual Report
9774,SMITHFIELD FOODS INC *,6,2,12/30/1998,Annual Report
9774,"Smithfield Foods, Inc.",7,2,05/02/1998,Annual Report
9774,"Smithfield Foods, Inc.",8,2,04/26/1997,Annual Report
9778,Snap-on Inc.,1,1,12/30/2014,Annual Report
9778,Snap-on Inc.,2,1,12/30/2008,Annual Report
9778,"Snap-On, Inc.",3,1,12/30/2006,Annual Report
9778,"Snap-On, Inc.",4,1,12/29/2006,Annual Report
9778,"Snap-On, Inc.",5,1,12/31/2004,Annual Report
9778,"Snap-On, Inc.",6,1,01/02/2004,Annual Report
9778,Snap-on Inc.,7,1,12/30/2003,Annual Report
9778,"Snap-On, Inc.",8,1,12/27/2002,Annual Report
9778,"Snap-On, Inc.",9,1,12/28/2001,Annual Report
9778,"Snap-On, Inc.",1,2,12/31/1999,Annual Report
9778,"Snap-On, Inc.",2,2,01/02/1998,Annual Report
9778,"Snap-On, Inc.",3,2,01/02/1998,Annual Report
9778,"Snap-On, Inc.",4,2,12/30/1994,Annual Report
9778,"Snap-On, Inc.",5,2,12/28/1990,Annual Report
9778,"Snap-On, Inc.",6,2,12/29/1989,Annual Report
9783,KeyCorp,1,1,12/30/2009,Annual Report
9783,Keycorp Ltd.,2,1,06/29/2009,Annual Report
9783,KeyCorp,3,1,12/30/2008,Annual Report
9783,Keycorp Ltd.,4,1,06/29/2008,Annual Report
9783,KeyCorp,5,1,12/30/2007,Annual Report
9783,Keycorp Ltd.,6,1,06/29/2007,Annual Report
9783,KeyCorp,7,1,12/30/2006,Annual Report
9783,Keycorp Ltd.,8,1,06/29/2006,Annual Report
9783,KeyCorp,9,1,12/30/2005,Annual Report
9783,KeyCorp,1,2,12/30/2004,Annual Report
9783,KeyCorp,2,2,12/30/2004,Annual Report
9783,Keycorp Ltd.,3,2,06/29/2004,Annual Report
9783,KeyCorp,4,2,12/30/2003,Annual Report
9783,KeyCorp,5,2,12/30/2003,Annual Report
9783,KeyCorp,6,2,12/30/2002,Annual Report
9783,KeyCorp,7,2,12/30/2002,Annual Report
9783,Keycorp Ltd.,8,2,06/29/2002,Annual Report
9783,KeyCorp,9,2,12/30/2001,Annual Report
9783,Keycorp Ltd.,1,3,06/29/2001,Annual Report
9783,KeyCorp,2,3,12/30/2000,Annual Report
9783,Keycorp Ltd.,3,3,12/30/2000,Annual Report
9783,KeyCorp,4,3,12/30/1999,Annual Report
9783,Keycorp Ltd.,5,3,12/30/1999,Annual Report
9783,KEYCORP *,6,3,12/30/1999,Annual Report
9783,KeyCorp,7,3,12/30/1998,Annual Report
9783,Keycorp Ltd.,8,3,12/30/1998,Annual Report
9783,KEYCORP *,9,3,12/30/1998,Annual Report
9783,KEYCORP *,1,4,12/30/1997,Annual Report
9783,Keycorp Ltd.,2,4,06/29/1997,Annual Report
9783,KEYCORP *,3,4,12/30/1996,Annual Report
9783,KEYCORP *,4,4,12/30/1995,Annual Report
9783,Keycorp Ltd.,5,4,06/29/1995,Annual Report
9783,KEYCORP *,6,4,12/30/1994,Annual Report
9815,Sonoco Products Co.,1,1,12/30/2017,Annual Report
9815,Sonoco Products Co.,2,1,12/30/2014,Annual Report
9815,Sonoco Products Co.,3,1,12/30/2006,Annual Report
9815,Sonoco Products Co.,4,1,12/30/2005,Annual Report
9815,Sonoco Products Co.,5,1,12/30/2004,Annual Report
9815,Sonoco Products Co.,6,1,12/30/2003,Annual Report
9815,Sonoco Products Co.,7,1,12/30/2002,Annual Report
9815,Sonoco Products Co.,8,1,12/30/2001,Annual Report
9815,Sonoco Products Co.,9,1,12/30/2000,Annual Report
9815,Sonoco Products Co.,10,1,12/30/1999,Annual Report
9815,Sonoco Products Co.,1,2,12/30/1998,Annual Report
9815,Sonoco Products Co.,2,2,12/30/1997,Annual Report
9815,Sonoco Products Co.,3,2,12/30/1991,Annual Report
9882,Southwest Airlines Co,1,1,12/30/2008,Annual Report
9882,Southwest Airlines Co,2,1,12/30/2006,Annual Report
9882,Southwest Airlines Co,3,1,12/30/2004,Annual Report
9882,SOUTHWEST AIRLINES CO *,4,1,12/30/2002,Annual Report
9882,Southwest Airlines Co,5,1,12/30/2001,Annual Report
9882,SOUTHWEST AIRLINES CO *,6,1,12/30/2001,Annual Report
9882,Southwest Airlines Co,7,1,12/30/2001,Annual Report
9882,Southwest Airlines Co,8,1,12/30/2000,Annual Report
9882,Southwest Airlines Co,9,1,12/30/1999,Annual Report
9882,Southwest Airlines Co,10,1,12/30/1998,Annual Report
9882,Southwest Airlines Co,1,2,12/30/1997,Annual Report
9882,Southwest Airlines Co,2,2,12/30/1997,Annual Report
9882,Southwest Airlines Co,3,2,12/30/1996,Annual Report
9882,Southwest Airlines Co,4,2,12/30/1995,Annual Report
9882,Southwest Airlines Co,5,2,12/30/1995,Annual Report
9882,Southwest Airlines Co,6,2,12/30/1994,Annual Report
9882,Southwest Airlines Co,7,2,12/30/1993,Annual Report
9882,Southwest Airlines Co,8,2,12/30/1991,Annual Report
9882,Southwest Airlines Co,9,2,12/30/1990,Annual Report
9882,Southwest Airlines Co *,10,2,12/30/1988,Annual Report
9882,Southwest Airlines Co,1,3,03/30/1986,Annual Report
9882,Southwest Airlines Co,2,3,12/30/1985,Annual Report
9882,Southwest Airlines Co,3,3,12/30/1984,Annual Report
9882,Southwest Airlines Co,4,3,12/30/1978,Annual Report
9882,Southwest Airlines Co,5,3,12/30/1976,Annual Report
9899,AT&T Inc,1,1,12/30/2017,Annual Report
9899,AT&T Inc,2,1,12/30/2016,Annual Report
9899,AT&T Inc,3,1,12/30/2015,Annual Report
9899,AT&T Inc,4,1,12/30/2015,Annual Report
9899,AT&T Inc,5,1,12/30/2014,Annual Report
9899,AT&T Inc,6,1,12/30/2013,Annual Report
9899,AT&T Inc,7,1,12/30/2012,Annual Report
9899,AT&T Inc,8,1,12/30/2011,Annual Report
9899,AT&T Inc,9,1,12/30/2011,Annual Report
9899,AT&T Inc,10,1,12/30/2010,Annual Report
9899,AT&T Inc,1,2,12/30/2009,Annual Report
9899,AT&T Inc,2,2,12/30/2008,Annual Report
9899,AT&T Inc,3,2,12/30/2007,Annual Report
9899,AT&T Inc,4,2,12/30/2006,Annual Report
9899,AT&T Inc,5,2,12/30/2006,Annual Report
9899,AT&T Inc,6,2,12/30/2005,Annual Report
9899,AT&T Inc,7,2,12/30/2005,Annual Report
9899,AT&T Inc,8,2,12/30/2004,Annual Report
9899,AT&T Inc,9,2,12/30/2004,Annual Report
9899,AT&T Inc,10,2,12/30/2003,Annual Report
9899,AT&T Inc,1,3,12/30/2003,Annual Report
9899,AT&T Inc,2,3,12/30/2002,Annual Report
9899,AT&T Inc,3,3,12/30/2002,Annual Report
9899,AT&T Inc,4,3,12/30/2001,Annual Report
9899,AT&T Inc,5,3,12/31/2000,Annual Report
9899,AT&T Inc,6,3,12/30/2000,Annual Report
9899,AT&T Inc,7,3,12/31/1999,Annual Report
9899,AT&T Inc,8,3,12/30/1999,Annual Report
9899,AT&T Inc,9,3,12/31/1998,Annual Report
9899,AT&T Inc,10,3,12/30/1998,Annual Report
9899,AT&T Inc,1,4,12/31/1997,Annual Report
9899,AT&T Inc,2,4,12/30/1997,Annual Report
9899,AT&T Inc,3,4,12/31/1996,Annual Report
9899,AT&T Inc,4,4,12/31/1995,Annual Report
9899,AT&T Inc,5,4,12/31/1994,Annual Report
9899,AT&T Inc,6,4,12/30/1983,Annual Report
9899,AT&T Inc,7,4,12/30/1982,Annual Report
9899,AT&T Inc,8,4,12/30/1977,Annual Report
9899,AT&T Inc,9,4,12/30/1975,Annual Report
9899,AT&T Inc,10,4,12/30/1974,Annual Report
9899,AT&T Inc,1,5,12/30/1964,Annual Report
9899,AT&T Inc,2,5,12/30/1963,Annual Report
9899,"AT&T Wireless Services, Inc",3,5,12/30/2003,Annual Report
9899,"AT&T Wireless Services, Inc",4,5,12/30/2002,Annual Report
9899,"AT&T Canada, Inc. (Old)",5,5,12/30/2001,Annual Report
9899,"AT&T Wireless Services, Inc",6,5,12/30/2001,Annual Report
9899,"AT&T Wireless Services, Inc",7,5,12/30/2001,Annual Report
9899,"AT&T Canada, Inc. (Old)",8,5,12/30/2001,Annual Report
9899,"AT&T Canada, Inc. (Old)",9,5,12/30/2000,Annual Report
9899,"AT&T Canada, Inc. (Old)",10,5,12/30/2000,Annual Report
9899,"AT&T Canada, Inc. (Old)",1,6,12/30/1999,Annual Report
9899,"AT&T Canada, Inc. (Old)",2,6,12/30/1999,Annual Report
9899,"AT&T Canada, Inc. (Old)",3,6,12/30/1998,Annual Report
9988,Standard Commercial Corp.,1,1,03/30/2002,Annual Report
9988,Standard Commercial Corp.,2,1,03/30/2001,Annual Report
9988,Standard Commercial Corp.,3,1,03/30/2000,Annual Report
9988,Standard Commercial Corp.,4,1,03/30/1999,Annual Report
9988,Standard Commercial Corp.,5,1,03/30/1998,Annual Report
9988,Standard Commercial Corp.,6,1,03/30/1997,Annual Report
9988,Standard Commercial Corp.,7,1,03/30/1996,Annual Report
10002,CalAtlantic Group Inc,1,1,12/30/2003,Annual Report
10002,CalAtlantic Group Inc,2,1,12/30/2002,Annual Report
10002,CalAtlantic Group Inc,3,1,12/30/2001,Annual Report
10002,CalAtlantic Group Inc,4,1,12/30/2000,Annual Report
10002,CalAtlantic Group Inc,5,1,12/30/1999,Annual Report
10002,CalAtlantic Group Inc,6,1,12/30/1998,Annual Report
10002,CalAtlantic Group Inc,7,1,12/30/1997,Annual Report
10005,Standard Register Co (The),1,1,01/02/2010,Annual Report
10005,Standard Register Co (The),2,1,12/29/2001,Annual Report
10005,Standard Register Co (The),3,1,12/30/2000,Annual Report
10005,Standard Register Co (The),4,1,01/01/2000,Annual Report
10005,Standard Register Co (The),5,1,01/02/1999,Annual Report
10005,Standard Register Co (The),6,1,12/27/1997,Annual Report
10005,Standard Register Co.,7,1,01/02/1988,Annual Report
10016,Stanley Black & Decker Inc,1,1,12/27/2013,Annual Report
10016,Stanley Black & Decker Inc,2,1,01/01/2010,Annual Report
10016,Stanley Black & Decker Inc,3,1,12/28/2007,Annual Report
10016,Stanley Black & Decker Inc,4,1,12/29/2006,Annual Report
10016,Stanley Black & Decker Inc,5,1,12/30/2005,Annual Report
10016,Stanley Black & Decker Inc,6,1,12/31/2004,Annual Report
10016,Stanley Black & Decker Inc,7,1,01/02/2004,Annual Report
10016,Stanley Black & Decker Inc,8,1,12/27/2002,Annual Report
10016,Stanley Black & Decker Inc,9,1,12/28/2001,Annual Report
10016,Stanley Black & Decker Inc,10,1,12/29/2000,Annual Report
10016,Stanley Black & Decker Inc,1,2,12/31/1999,Annual Report
10016,Stanley Black & Decker Inc,2,2,01/01/1999,Annual Report
10016,Stanley Black & Decker Inc,3,2,01/02/1998,Annual Report
10016,Stanley Black & Decker Inc,4,2,12/27/1996,Annual Report
10016,Stanley Black & Decker Inc,5,2,12/29/1995,Annual Report
10035,State Street Corp.,1,1,12/30/2011,Annual Report
10035,State Street Corp.,2,1,12/30/2010,Annual Report
10035,State Street Corp.,3,1,12/30/2009,Annual Report
10035,State Street Corp.,4,1,12/30/2009,Annual Report
10035,State Street Corp.,5,1,12/30/2008,Annual Report
10035,State Street Corp.,6,1,12/30/2007,Annual Report
10035,State Street Corp.,7,1,12/30/2006,Annual Report
10035,State Street Corp.,8,1,12/30/2006,Annual Report
10035,State Street Corp.,9,1,12/30/2005,Annual Report
10035,State Street Corp.,10,1,12/30/2004,Annual Report
10035,State Street Corp.,1,2,12/30/2004,Annual Report
10035,State Street Corp.,2,2,12/30/2003,Annual Report
10035,State Street Corp.,3,2,12/30/2003,Annual Report
10035,State Street Corp.,4,2,12/30/2002,Annual Report
10035,State Street Corp.,5,2,12/30/2002,Annual Report
10035,State Street Corp.,6,2,12/30/2001,Annual Report
10035,State Street Corp.,7,2,12/30/2001,Annual Report
10035,State Street Corp.,8,2,12/31/2000,Annual Report
10035,State Street Corp.,9,2,12/30/2000,Annual Report
10035,State Street Corp.,10,2,12/31/1999,Annual Report
10035,State Street Corp.,1,3,12/30/1999,Annual Report
10035,State Street Corp.,2,3,12/31/1998,Annual Report
10035,State Street Corp.,3,3,12/30/1998,Annual Report
10035,State Street Corp.,4,3,12/30/1997,Annual Report
10035,State Street Corp.,5,3,12/31/1996,Annual Report
10091,"Stokely-Van Camp, Inc.",1,1,05/30/1979,Annual Report
10091,"Stokely-Van Camp, Inc.",2,1,05/30/1977,Annual Report
10091,"Stokely-Van Camp, Inc.",3,1,05/30/1976,Annual Report
10091,"Stokely-Van Camp, Inc.",4,1,05/30/1975,Annual Report
10091,"Stokely-Van Camp, Inc.",5,1,05/30/1974,Annual Report
10091,"Stokely-Van Camp, Inc.",6,1,05/30/1973,Annual Report
10091,"Stokely-Van Camp, Inc.",7,1,05/30/1972,Annual Report
10091,"Stokely-Van Camp, Inc.",8,1,05/30/1971,Annual Report
10091,"Stokely-Van Camp, Inc.",9,1,05/30/1970,Annual Report
10091,"Stokely-Van Camp, Inc.",10,1,05/30/1969,Annual Report
10091,"Stokely-Van Camp, Inc.",1,2,05/30/1968,Annual Report
10091,"Stokely-Van Camp, Inc.",2,2,05/30/1967,Annual Report
10091,"Stokely-Van Camp, Inc.",3,2,05/30/1966,Annual Report
10091,"Stokely-Van Camp, Inc.",4,2,05/30/1965,Annual Report
10091,"Stokely-Van Camp, Inc.",5,2,05/30/1964,Annual Report
10091,"Stokely-Van Camp, Inc.",6,2,05/30/1963,Annual Report
10091,"Stokely-Van Camp, Inc.",7,2,05/30/1962,Annual Report
10091,"Stokely-Van Camp, Inc.",8,2,05/30/1961,Annual Report
10091,"Stokely-Van Camp, Inc.",9,2,05/30/1960,Annual Report
10091,"Stokely-Van Camp, Inc.",10,2,05/30/1959,Annual Report
10091,"Stokely-Van Camp, Inc.",1,3,05/30/1958,Annual Report
10091,"Stokely-Van Camp, Inc.",2,3,05/30/1957,Annual Report
10091,"Stokely-Van Camp, Inc.",3,3,05/30/1956,Annual Report
10091,"Stokely-Van Camp, Inc.",4,3,05/30/1954,Annual Report
10091,"Stokely-Van Camp, Inc.",5,3,05/30/1953,Annual Report
10091,"Stokely-Van Camp, Inc.",6,3,05/30/1952,Annual Report
10091,"Stokely-Van Camp, Inc.",7,3,05/30/1951,Annual Report
10091,"Stokely-Van Camp, Inc.",8,3,05/30/1949,Annual Report
10091,"Stokely-Van Camp, Inc.",9,3,05/30/1948,Annual Report
10091,"Stokely-Van Camp, Inc.",10,3,05/30/1948,Annual Report
10091,"Stokely-Van Camp, Inc.",1,4,05/30/1946,Annual Report
10091,"Stokely-Van Camp, Inc.",2,4,05/30/1945,Annual Report
10093,Smurfit-Stone Container Corp.,1,1,12/30/2007,Annual Report
10093,SMURFIT-STONE CONTAINER CORP *,2,1,12/30/2002,Annual Report
10093,SMURFIT-STONE CONTAINER CORP *,3,1,12/30/2001,Annual Report
10093,SMURFIT-STONE CONTAINER CORP *,4,1,12/30/2000,Annual Report
10093,SMURFIT-STONE CONTAINER CORP *,5,1,12/30/1999,Annual Report
10093,Smurfit-Stone Container Corp (Old),6,1,12/30/1998,Annual Report
10093,Stone Container Corp.,7,1,12/30/1997,Annual Report
10093,Smurfit-Stone Container Corp (Old),8,1,12/30/1997,Annual Report
10093,Stone Container Corp.,9,1,12/30/1995,Annual Report
10093,Stone Container Corp.,10,1,12/30/1994,Annual Report
10093,Stone Container Corp.,1,2,12/30/1993,Annual Report
10093,Stone Container Corp.,2,2,12/30/1992,Annual Report
10093,Stone Container Corp.,3,2,12/30/1991,Annual Report
10093,Stone Container Corp.,4,2,12/30/1990,Annual Report
10093,Stone Container Corp.,5,2,12/30/1989,Annual Report
10115,Stryker Corp.,1,1,12/30/2009,Annual Report
10115,Stryker Corp,2,1,12/30/2008,Annual Report
10115,Stryker Corp,3,1,12/30/2007,Annual Report
10115,Stryker Corp,4,1,12/30/2006,Annual Report
10115,Stryker Corp,5,1,12/30/2005,Annual Report
10115,Stryker Corp,6,1,12/30/2004,Annual Report
10115,Stryker Corp,7,1,12/30/2003,Annual Report
10115,Stryker Corp,8,1,12/30/2002,Annual Report
10115,STRYKER CORP *,9,1,12/30/2002,Annual Report
10115,Stryker Corp,10,1,12/30/2001,Annual Report
10115,STRYKER CORP *,1,2,12/30/2001,Annual Report
10115,Stryker Corp,2,2,12/30/2000,Annual Report
10115,Stryker Corp,3,2,12/30/1999,Annual Report
10115,Stryker Corp,4,2,12/30/1998,Annual Report
10115,Stryker Corp,5,2,12/30/1997,Annual Report
10156,"Sunoco, Inc.",1,1,12/30/2010,Annual Report
10156,"Sunoco, Inc.",2,1,12/30/2007,Annual Report
10156,"Sunoco, Inc.",3,1,12/30/2006,Annual Report
10156,"Sunoco, Inc.",4,1,12/30/2005,Annual Report
10156,"Sunoco, Inc.",5,1,12/30/2005,Annual Report
10156,"Sunoco, Inc.",6,1,12/30/2004,Annual Report
10156,Sunoco Inc.,7,1,12/30/2004,Annual Report
10156,"Sunoco, Inc.",8,1,12/30/2004,Annual Report
10156,"Sunoco, Inc.",9,1,12/30/2003,Annual Report
10156,Sunoco Inc.,10,1,12/30/2003,Annual Report
10156,"Sunoco, Inc.",1,2,12/30/2003,Annual Report
10156,"Sunoco, Inc.",2,2,12/30/2002,Annual Report
10156,SUNOCO INC *,3,2,12/30/2002,Annual Report
10156,Sunoco Inc.,4,2,12/30/2002,Annual Report
10156,"Sunoco, Inc.",5,2,12/30/2002,Annual Report
10156,"Sunoco, Inc.",6,2,12/30/2001,Annual Report
10156,SUNOCO INC *,7,2,12/30/2001,Annual Report
10156,"Sunoco, Inc.",8,2,12/30/2001,Annual Report
10156,SUNOCO INC *,9,2,12/30/2000,Annual Report
10156,"Sunoco, Inc.",10,2,12/30/1999,Annual Report
10156,"Sunoco, Inc.",1,3,12/30/2003,Annual Report
10156,SUNOCO INC *,1,3,12/30/1999,Annual Report
10156,"Sunoco, Inc.",2,3,12/30/1998,Annual Report
10156,SUNOCO INC *,3,3,12/30/1998,Annual Report
10156,"Sunoco, Inc.",4,3,12/30/1997,Annual Report
10163,Sundstrand Corp.,1,1,12/30/1998,Annual Report
10163,Sundstrand Corp.,2,1,12/30/1996,Annual Report
10163,Sundstrand Corp.,3,1,12/30/1995,Annual Report
10190,Supervalu inc.,1,1,12/30/2011,Annual Report
10190,Supervalu Inc,2,1,02/26/2010,Annual Report
10190,Supervalu inc.,3,1,12/30/2009,Annual Report
10190,Supervalu inc.,4,1,12/30/2008,Annual Report
10190,Supervalu inc.,5,1,12/30/2007,Annual Report
10190,SUPERVALU INC *,6,1,12/30/2002,Annual Report
10190,Supervalu Inc,7,1,02/22/2002,Annual Report
10190,Supervalu Inc,8,1,02/22/2002,Annual Report
10190,SUPERVALU INC *,9,1,12/30/2001,Annual Report
10190,Supervalu Inc,10,1,02/23/2001,Annual Report
10190,Supervalu Inc,1,2,02/25/2000,Annual Report
10190,Supervalu Inc,2,2,02/25/2000,Annual Report
10190,SUPERVALU INC *,3,2,12/30/1999,Annual Report
10190,Supervalu Inc,4,2,02/26/1999,Annual Report
10190,Supervalu Inc,5,2,02/26/1999,Annual Report
10190,SUPERVALU INC *,6,2,12/30/1998,Annual Report
10190,Supervalu Inc,7,2,02/27/1998,Annual Report
10190,SUPERVALU INC *,8,2,12/30/1997,Annual Report
10190,Supervalu Inc,9,2,02/21/1997,Annual Report
10190,SUPERVALU INC *,10,2,12/30/1996,Annual Report
10190,Supervalu Inc,1,3,02/23/1996,Annual Report
10190,SUPERVALU INC *,2,3,12/30/1995,Annual Report
10190,Supervalu Inc,3,3,02/24/1995,Annual Report
10190,Supervalu Inc,4,3,02/24/1995,Annual Report
10190,Supervalu Inc,5,3,01/30/1988,Annual Report
10190,Supervalu Inc,6,3,01/31/1987,Annual Report
10190,Supervalu Inc,7,3,12/29/1956,Annual Report
10247,Sysco Corp,1,1,06/26/2020,Annual Report
10247,Sysco Corp,2,1,07/01/2016,Annual Report
10247,Sysco Corp.,3,1,12/30/2012,Annual Report
10247,Sysco Corp.,4,1,06/26/2009,Annual Report
10247,Sysco Corp,5,1,06/29/2007,Annual Report
10247,Sysco Corp.,6,1,06/30/2006,Annual Report
10247,Sysco Corp.,7,1,12/30/2004,Annual Report
10247,Sysco Corp,8,1,07/02/2004,Annual Report
10247,Sysco Corp,9,1,07/02/2004,Annual Report
10247,Sysco Corp,10,1,06/27/2003,Annual Report
10247,Sysco Corp,1,2,06/27/2003,Annual Report
10247,SYSCO CORP *,2,2,12/30/2002,Annual Report
10247,Sysco Corp,3,2,06/28/2002,Annual Report
10247,Sysco Corp.,4,2,06/28/2002,Annual Report
10247,Sysco Corp,5,2,06/28/2002,Annual Report
10247,SYSCO CORP *,6,2,12/30/2001,Annual Report
10247,Sysco Corp,7,2,06/29/2001,Annual Report
10247,SYSCO CORP *,8,2,12/30/2000,Annual Report
10247,Sysco Corp,9,2,06/30/2000,Annual Report
10247,SYSCO CORP *,10,2,12/30/1999,Annual Report
10247,Sysco Corp,1,3,07/02/1999,Annual Report
10247,SYSCO CORP *,2,3,12/30/1998,Annual Report
10247,Sysco Corp,3,3,06/26/1998,Annual Report
10247,SYSCO CORP *,4,3,12/30/1997,Annual Report
10247,Sysco Corp,5,3,06/27/1997,Annual Report
10247,Sysco Corp.,6,3,06/27/1997,Annual Report
10247,SYSCO CORP *,7,3,12/30/1996,Annual Report
10247,Sysco Corp,8,3,06/28/1996,Annual Report
10247,SYSCO CORP *,9,3,12/30/1995,Annual Report
10247,Sysco Corp,10,3,06/30/1995,Annual Report
10247,Sysco Corp.,1,4,06/30/1995,Annual Report
10247,Sysco Corp.,2,4,07/01/1994,Annual Report
10247,Sysco Corp.,3,4,06/28/1991,Annual Report
10247,Sysco Corp.,4,4,12/27/1986,Annual Report
10247,Sysco Corp.,5,4,07/01/1983,Annual Report
10391,"Tektronix, Inc.",1,1,05/25/2007,Annual Report
10391,"Tektronix, Inc.",2,1,05/26/2000,Annual Report
10391,"Tektronix, Inc.",3,1,05/28/1999,Annual Report
10391,"Tektronix, Inc.",4,1,05/29/1998,Annual Report
10391,"Tektronix, Inc.",5,1,05/30/1997,Annual Report
10405,"ATI Airtest Technologies, Inc.",1,1,12/30/2018,Annual Report
10405,"ATI Airtest Technologies, Inc.",2,1,12/30/2017,Annual Report
10405,"ATI Airtest Technologies, Inc.",3,1,12/30/2016,Annual Report
10405,"ATI Airtest Technologies, Inc.",4,1,12/30/2015,Annual Report
10405,"ATI Airtest Technologies, Inc.",5,1,12/30/2014,Annual Report
10405,"ATI Airtest Technologies, Inc.",6,1,12/30/2013,Annual Report
10405,"ATI Airtest Technologies, Inc.",7,1,12/30/2012,Annual Report
10405,"ATI Airtest Technologies, Inc.",8,1,12/30/2011,Annual Report
